,name,price,product_url,image,freeship,average_review,number_of_sales,sale,tikinow,tikinow_member_deal,re_hon_hoan_tien,tra_gop,free_gift
3536,"Một Hộp Gồm 10 Cái Khẩu Trang KF94, kháng Khuẩn, Chống Bụi, Màu Trắng - Đạt Các Chứng Chỉ ISO 13485, ISO 9001, CE, FDA, TGA.",55.000 ₫,https://tiki.vn/mot-hop-gom-10-cai-khau-trang-kf94-khang-khuan-chong-bui-mau-trang-dat-cac-chung-chi-iso-13485-iso-9001-ce-fda-tga-p108753693.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.108753693,https://salt.tikicdn.com/cache/200x200/ts/product/41/12/c4/4313902f320c5e8c2941815d16a1322c.jpg,Yes, 92%,,,Yes,,Yes,,
3537,Tinh Chất Dưỡng Trắng Da Chống Thâm Nám Melano CC Whitening Essence (20ml),350.000 ₫,https://tiki.vn/tinh-chat-duong-trang-da-chong-tham-nam-melano-cc-whitening-essence-20ml-p1313905.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.1313905,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/61/7d/57/c1232c4515570ffcdfabbf5376e54d1b.jpg,Yes, 94%,1000,,Yes,,,,
3538,"Tinh dầu Sả Chanh Thiên Nhiên Cao Cấp 50ML (Lemongrass) - Tinh dầu Sả Chanh Nguyên Chất TIDAMO Giúp Bảo Vệ Sức Khỏe, Kháng Khuẩn, Đuổi Muỗi Và Thư Giãn Tinh Thần",114.000 ₫,https://tiki.vn/tinh-dau-sa-chanh-thien-nhien-cao-cap-50ml-lemongrass-tinh-dau-sa-chanh-nguyen-chat-tidamo-giup-bao-ve-suc-khoe-khang-khuan-duoi-muoi-va-thu-gian-tinh-than-p73632586.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.73632586,https://salt.tikicdn.com/cache/200x200/ts/product/04/35/a9/8dcfb38059845f5e1cf94d05f9d992f1.jpg,Yes, 94%,700,-23%,Yes,,Yes,,
3539,Son Dưỡng Có Màu Tự Nhiên LipIce Sheer Color x Doraemon 2.4g (Phiên Bản Giới Hạn),85.000 ₫,https://tiki.vn/son-duong-co-mau-tu-nhien-lipice-sheer-color-x-doraemon-2-4g-phien-ban-gioi-han-p97843635.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.97843635,https://salt.tikicdn.com/cache/200x200/ts/product/49/71/fc/d20307cf13ecf7cf772443dab1f34f71.jpg,Yes, 90%,,,Yes,,,,
3540,"Bao cao su 0.01 OLO xanh, siêu mỏng, mát lạnh, kéo dài thời gian quan hệ - Hộp 10 bcs",99.000 ₫,https://tiki.vn/bao-cao-su-0-01-olo-xanh-sieu-mong-mat-lanh-keo-dai-thoi-gian-quan-he-hop-10-bcs-p102015277.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.102015277,https://salt.tikicdn.com/cache/200x200/ts/product/b3/fe/42/b1b933d78b361fedd52c26efd8da8956.jpg,Yes, 94%,,,Yes,,,,Yes
3541,Máy Sấy Tóc Philips HP8108,230.000 ₫,https://tiki.vn/may-say-toc-philips-hp8108-p550582.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.550582,https://salt.tikicdn.com/cache/200x200/media/catalog/product/1/3/1328628757472.u2409.d20161007.t094849.81387.jpg,Yes, 94%,22,,,,,,
3542,TÔNG ĐƠ CẮT TÓC KEMEI 5017 - Tặng Kèm Bộ Kéo Cắt Và Tỉa Tóc JAPAN1 Thép không Gỉ Cao Cấp Và Lược,350.000 ₫,https://tiki.vn/tong-do-cat-toc-kemei-5017-tang-kem-bo-keo-cat-va-tia-toc-japan1-thep-khong-gi-cao-cap-va-luoc-p68908614.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.68908614,https://salt.tikicdn.com/cache/200x200/ts/product/b9/b0/b8/8447fa02ebcc0f3ae6ba500d25be03db.jpg,Yes, 94%,25,,Yes,,Yes,,
3543,Tông đơ cắt tóc gia đình cao cấp 0817,198.000 ₫,https://tiki.vn/tong-do-cat-toc-gia-dinh-cao-cap-0817-p13709089.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.13709089,https://salt.tikicdn.com/cache/200x200/ts/product/31/cd/41/39d476216a3da522b8692c506297ccac.png,Yes,,,,Yes,,,,
3544,Cốc nguyệt san Inacup Size B 100% Silicone y tế,1.100.000 ₫,https://tiki.vn/coc-nguyet-san-inacup-size-b-100-silicone-y-te-p106707390.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.106707390,https://salt.tikicdn.com/cache/200x200/ts/product/cc/13/3c/7c91070d928ff658a86836665a45ce2c.jpg,No, 100%,,,Yes,,,,
3545,Máy Cắt Tỉa Lông Mũi Flyco - FS-7805VN,89.000 ₫,https://tiki.vn/may-cat-tia-long-mui-flyco-fs-7805vn-p540126.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.540126,https://salt.tikicdn.com/cache/200x200/media/catalog/product/f/s/fs7805vn.u2409.d20160826.t110830.216685.jpg,Yes, 84%,1000,-55%,Yes,,Yes,,
3546,"Nhiệt kế điện tử đo thân nhiệt, cảnh báo sốt, chính xác, sử dụng pin, nhãn hiệu NiNDA",219.000 ₫,https://tiki.vn/nhiet-ke-dien-tu-do-than-nhiet-canh-bao-so-chinh-xac-su-dung-pin-nhan-hieu-ninda-p105531585.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.105531585,https://salt.tikicdn.com/cache/200x200/ts/product/f7/d3/42/5d78116da8af4a1e4281db95480f5a78.jpg,Yes, 94%,250,,Yes,,Yes,,
3547,Tinh chất giảm mụn giảm thâm và tái tạo da  3 tác động La Roche-Posay Effaclar Serum 30ml,809.000 ₫,https://tiki.vn/tinh-chat-giam-mun-giam-tham-va-tai-tao-da-3-tac-dong-la-roche-posay-effaclar-serum-30ml-p99886489.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.99886489,https://salt.tikicdn.com/cache/200x200/ts/product/0c/0b/80/45f295118e79bbd5249877d7c3592791.jpg,Yes, 96%,,,Yes,,,,Yes
3548,Máy rửa mặt sóng âm Xiaomi inFace,349.000 ₫,https://tiki.vn/may-rua-mat-song-am-xiaomi-inface-p7774596.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.7774596,https://salt.tikicdn.com/cache/200x200/ts/product/7a/54/37/d6c8bf04679832397cd5549ab2cb0ab4.jpg,Yes, 94%,,,Yes,,,,
3549,Dưỡng Chất Làm Sáng Da Ban Đêm Vichy Liftactiv Specialist Glyco-C,809.000 ₫,https://tiki.vn/duong-chat-lam-sang-da-ban-dem-vichy-liftactiv-specialist-glyco-c-p75696211.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.75696211,https://salt.tikicdn.com/cache/200x200/ts/product/ec/c9/fa/953bb7311f292d5f662f22550ca0327f.jpg,Yes, 86%,238,,Yes,,,,Yes
3550,Bộ lấy ráy tai đa năng 6 món Cao cấp OLAPLE bằng thép không rỉ,89.000 ₫,https://tiki.vn/bo-lay-ray-tai-da-nang-6-mon-cao-cap-olaple-bang-thep-khong-ri-p105691696.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.105691696,https://salt.tikicdn.com/cache/200x200/ts/product/77/ec/05/5b5f7cccc0f333e4691f23a458267254.jpg,Yes, 92%,57,,,,,,
3551,MÁY TĂM NƯỚC CAO CẤP WATERPUSH,959.000 ₫,https://tiki.vn/may-tam-nuoc-cao-ca-p-waterpush-p78615269.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.78615269,https://salt.tikicdn.com/cache/200x200/ts/product/48/b9/74/501aa6f2dfa0099751cf128a90e0737c.jpg,Yes, 94%,,,Yes,,Yes,,
3552,Nước rửa tay Lifebuoy 500g Sữa dưỡng ẩm giúp chăm sóc và bảo vệ khỏi 99.9% vi khuẩn trên tay,57.000 ₫,https://tiki.vn/nuoc-rua-tay-lifebuoy-500g-sua-duong-am-giup-cham-soc-va-bao-ve-khoi-99-9-vi-khuan-tren-tay-p460403.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.460403,https://salt.tikicdn.com/cache/200x200/ts/product/11/8c/49/baa51cc788912452e6e557f061e4489c.png,Yes, 96%,,,Yes,,Yes,,
3553,"Kem làm mờ sẹo thâm, sẹo rỗ, sẹo lõm Scar Esthetique 10ml của Rejuvaskin - thương hiệu hỗ trợ trị sẹo Hoa Kỳ",355.400 ₫,https://tiki.vn/kem-lam-mo-seo-tham-seo-ro-seo-lom-scar-esthetique-10ml-p37133557.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.37133557,https://salt.tikicdn.com/cache/200x200/ts/product/34/dd/43/562f75c1bdcc368e6a75fcc0072de440.jpg,Yes, 90%,1000,,Yes,,Yes,,
3554,Dưỡng Chất Ngăn Ngừa Lão Hóa Chuyên Sâu Pond's Age Miracle Youth Essence (30g),266.000 ₫,https://tiki.vn/duong-chat-ngan-ngua-lao-hoa-chuyen-sau-pond-s-age-miracle-youth-essence-30g-p73272837.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.73272837,https://salt.tikicdn.com/cache/200x200/ts/product/82/a8/49/8e3345eeeaa8dd10e45aad6b23b9a133.jpg,Yes, 92%,764,-23%,Yes,,,,Yes
3555,Cốc nguyệt san Inacup size A,1.100.000 ₫,https://tiki.vn/coc-nguyet-san-inacup-p74558990.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.74558990,https://salt.tikicdn.com/cache/200x200/ts/product/8c/fb/bc/cf03bfd40e10bdf26b0fa03ee489f344.jpg,No, 100%,,,Yes,,,,
3556,Combo Dầu Gội (640g) Và Dầu Xả (620g) Tresemmé Salon Detox Gừng Và Trà Xanh Detox Tóc Chắc Khỏe,285.000 ₫,https://tiki.vn/combo-dau-goi-640g-va-dau-xa-620g-tresemme-salon-detox-gung-va-tra-xanh-detox-toc-chac-khoe-p22254079.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.22254079,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/7f/fe/2f/f3ce36f535c31d464738e4d178d9c6ad.png,Yes, 94%,,,Yes,,Yes,,
3557,Máy cạo râu Xiaomi Enchen BlackStone - Hàng Nhập Khẩu,206.000 ₫,https://tiki.vn/may-cao-rau-xiaomi-enchen-blackstone-hang-nhap-khau-p35216213.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.35216213,https://salt.tikicdn.com/cache/200x200/ts/product/6e/3c/d4/081e6f31bb108b20b84ea69c11c7637e.jpg,Yes, 92%,350,,Yes,,,,
3558,Kem dưỡng ẩm từ trà xanh đảo Jeju Innisfree Green Tea Balancing Cream EX 50ml - NEW,407.400 ₫,https://tiki.vn/kem-duong-am-tu-tra-xanh-dao-jeju-innisfree-green-tea-balancing-cream-ex-50ml-new-p12376531.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.12376531,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/2a/4f/9b/0d1ac0b548494db21605ced2f1d4dac1.jpg,Yes, 92%,1000,-3%,Yes,,Yes,,Yes
3559,Máy Xông Tinh Dầu Cao Cấp Tặng 3 Chai Tinh Dầu Sả Chanh + Bạc Hà + Quế. Máy Khuếch Tán Tinh Dầu Có Remote Điều Khiển Từ Xa Chuyên Dụng Xông Tinh Dầu,344.000 ₫,https://tiki.vn/may-xong-tinh-dau-cao-cap-tang-3-chai-tinh-dau-sa-chanh-bac-ha-que-may-khuech-tan-tinh-dau-co-remote-dieu-khien-tu-xa-chuyen-dung-xong-tinh-dau-p74450527.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.74450527,https://salt.tikicdn.com/cache/200x200/ts/product/ef/8a/5a/eb8fcb191cdf1e090e73e20b0604852f.jpg,Yes, 92%,,,Yes,,Yes,,
3560,Mặt Nạ Ngủ Dưỡng Ẩm Và Tăng Khả Năng Tự Vệ Của Da Phiên Bản Cải Tiến LANEIGE Water Sleeping Mask EX 70ml,637.000 ₫,https://tiki.vn/mat-na-ngu-duong-am-va-tang-kha-nang-tu-ve-cua-da-phien-ban-cai-tien-laneige-water-sleeping-mask-ex-70ml-p75305942.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.75305942,https://salt.tikicdn.com/cache/200x200/ts/product/da/fc/5f/ae264438c310a3ae2c511ddd26bb7d6f.jpg,Yes, 96%,,,Yes,,Yes,,Yes
3561,Nước Rửa Tay Khô Green Cross Hương Trà Xanh (250ml) - 8936027440760,48.000 ₫,https://tiki.vn/nuoc-rua-tay-kho-green-cross-huong-tra-xanh-250ml-8936027440760-p504561.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.504561,https://salt.tikicdn.com/cache/200x200/ts/product/8f/86/18/8950dac63f62f543ed7ada7c1a133e0a.jpg,Yes, 96%,1000,,Yes,,,,
3562,Sáp Dưỡng Môi Hồng Xinh Vaseline Lip Therapy Rosy Lip (7g) - 305210231597,59.000 ₫,https://tiki.vn/sap-duong-moi-hong-xinh-vaseline-lip-therapy-rosy-lip-7g-305210231597-p1737567.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.1737567,https://salt.tikicdn.com/cache/200x200/ts/product/f0/a1/fe/9525e9bce7b45fb1823a4f1990b2ba71.jpg,Yes, 94%,1000,,Yes,,,,
3563,Combo 8+4 Mặt Nạ Giấy Dưỡng Ẩm Phục Hồi Da Innisfree My Real Squeeze Mask 20ml - 278002044,229.000 ₫,https://tiki.vn/combo-8-4-mat-na-giay-duong-am-phuc-hoi-da-innisfree-my-real-squeeze-mask-20ml-278002044-p71051977.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.71051977,https://salt.tikicdn.com/cache/200x200/ts/product/9d/ed/67/20ea1a6d37b6b91f4c9e313c49ba19c9.jpg,Yes, 96%,,,Yes,,Yes,,
3564,Nước hoa hồng chống viêm không mùi Klairs Supple Preparation Unscented Toner,268.000 ₫,https://tiki.vn/nuoc-hoa-hong-chong-viem-khong-mui-klairs-supple-preparation-unscented-toner-p24246233.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.24246233,https://salt.tikicdn.com/cache/200x200/ts/product/d7/af/62/1578a03ac30d1656510b6664d284cb95.jpg,Yes, 80%,,,,,,,
3565,"Khẩu Trang Kháng Khuẩn Cao Cấp 4D 3Hmask ôm khít mặt, không đau tai, không lem son",75.000 ₫,https://tiki.vn/khau-trang-khang-khuan-cao-cap-4d-3hmask-om-khit-mat-khong-dau-tai-khong-lem-son-p74866276.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.74866276,https://salt.tikicdn.com/cache/200x200/ts/product/f6/e8/12/c506d6e2b2f9b32f94c262ac4b35e7ee.png,No, 94%,1000,,,,Yes,,
3566,Bao cao su Durex Kingtex 3 bao,32.000 ₫,https://tiki.vn/bao-cao-su-durex-kingtex-3-bao-p1672155.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.1672155,https://salt.tikicdn.com/cache/200x200/ts/product/53/db/11/025ef2f26e62600fa35fb86a2da4d121.jpg,Yes, 96%,503,-35%,Yes,,Yes,,
3567, Bộ làm sạch và dưỡng sáng da L'Oreal Paris White Perfect ,259.000 ₫,https://tiki.vn/bo-lam-sach-va-duong-sang-da-l-oreal-paris-white-perfect-p73321548.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.73321548,https://salt.tikicdn.com/cache/200x200/ts/product/3c/f3/92/84f09b1610429e9ecbe065bab065345c.jpg,Yes, 94%,,,Yes,,Yes,,
3568,"Tinh Dầu Bạc Hà Lục Kobi - Tinh Dầu Thiên Nhiên Nguyên Chất, Tinh Dầu Xông Phòng, Giúp Giảm Stress, Xua Đuổi Côn Trùng Và Khử Mùi Hiệu Quả, Thích Hợp Dùng Với Đèn Xông Và Máy Khuếch Tán Tinh Dầu (5ml)",39.000 ₫,https://tiki.vn/tinh-dau-bac-ha-luc-kobi-tinh-dau-thien-nhien-nguyen-chat-tinh-dau-xong-phong-giup-giam-stress-xua-duoi-con-trung-va-khu-mui-hieu-qua-thich-hop-dung-voi-den-xong-va-may-khuech-tan-tinh-dau-5ml-p74363041.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.74363041,https://salt.tikicdn.com/cache/200x200/ts/product/ea/f6/47/658b7aef9ff00707e6f417d42ce2d0a1.jpg,Yes, 100%,,,,,,,
3569,Kem Dưỡng Cấp Nước Cho Da Hỗn Hợp Neutrogena Hydro Boost Water Gel,88.000 ₫,https://tiki.vn/kem-duong-cap-nuoc-cho-da-hon-hop-neutrogena-hydro-boost-water-gel-p116438272.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.116438272,https://salt.tikicdn.com/cache/200x200/ts/product/e0/b9/6f/85e210ec4010f0d108c6c2f589dc68e8.jpg,Yes, 96%,1000,-11%,Yes,,Yes,,
3570,COMBO 6 GÓI BĂNG VỆ SINH DIANA SENSI HÀNG NGÀY KHÁNG KHUẨN 20 MIẾNG (TẶNG 2 MIẾNG TRONG GÓI),85.680 ₫,https://tiki.vn/combo-6-goi-bang-ve-sinh-diana-sensi-hang-ngay-khang-khuan-20-mieng-tang-2-mieng-trong-goi-p71327587.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.71327587,https://salt.tikicdn.com/cache/200x200/ts/product/89/98/b9/edfcbc0017049f58bbbf22aa67525e65.jpg,No, 96%,730,,Yes,,Yes,,
3571,Set Bốn Túi Lá Xông Giải Cảm The Moshav Farm 90 (Gram/ túi),100.000 ₫,https://tiki.vn/set-bon-tui-la-xong-giai-cam-the-moshav-farm-90-gram-tui-p103775189.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.103775189,https://salt.tikicdn.com/cache/200x200/ts/product/95/ad/e3/dcc7643791deccfd8a5079fe44f3ee68.jpg,Yes, 96%,,,,,Yes,,
3572,COMBO 3 Chai Sữa Tắm Dê ASOHA,150.000 ₫,https://tiki.vn/combo-3-chai-sua-tam-de-asoha-p77745077.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.77745077,https://salt.tikicdn.com/cache/200x200/ts/product/d0/43/1b/c444ad954673a2459fbe3373c4550fff.jpg,Yes, 90%,,,,,Yes,,
3573,Bộ 2 Chai Nước súc miệng ngăn ngừa mảng bám Listerine Tartar Protection 750mlx2,224.000 ₫,https://tiki.vn/bo-2-chai-nuoc-suc-mieng-ngan-ngua-mang-bam-listerine-tartar-protection-750mlx2-p78280986.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.78280986,https://salt.tikicdn.com/cache/200x200/ts/product/e0/bc/4b/e4b22df278e49719d2460000baa39b32.jpg,Yes, 94%,388,-11%,Yes,,Yes,,
3574,Sữa rửa mặt tạo bọt chiết xuất đất sét trắng Senka Perfect White Clay 120g tặng Sữa rửa mặt Senka Clay 50g,89.000 ₫,https://tiki.vn/sua-rua-mat-tao-bot-chiet-xuat-dat-set-trang-senka-perfect-white-clay-120g-tang-sua-rua-mat-senka-clay-50g-p98902285.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.98902285,https://salt.tikicdn.com/cache/200x200/ts/product/d6/58/b6/5c51943bc741f97f56199ec049326eba.png,Yes, 96%,300,-43%,Yes,,,,Yes
3575,Bộ 4 Gói Băng Vệ Sinh Diana Mama (12 Miếng/Gói),111.000 ₫,https://tiki.vn/bo-4-goi-bang-ve-sinh-diana-mama-12-mieng-goi-p2738591.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.2738591,https://salt.tikicdn.com/cache/200x200/ts/product/e5/a2/57/d53f487791726bc2cd927b331d1ed20f.jpg,Yes, 96%,,,,,Yes,,
3576,KÉO CẮT TÓC ( 1 BỘ) 6.0 INCH JAPAN Kéo Cắt Sắc Bén Không Gỉ Cao Cấp,195.000 ₫,https://tiki.vn/keo-cat-toc-1-bo-6-0-inch-japan-keo-cat-sac-ben-khong-gi-cao-cap-p72525130.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.72525130,https://salt.tikicdn.com/cache/200x200/ts/product/88/1e/5c/578b3e0fe47d9100598043578a081e5b.jpg,Yes, 94%,,,,,Yes,,
3577,Tinh chất ngừa mụn thâm The Ordinary Niacinamide 10% + Zinc 1%,245.000 ₫,https://tiki.vn/tinh-chat-ngua-mun-tham-the-ordinary-niacinamide-10-zinc-1-p35226725.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.35226725,https://salt.tikicdn.com/cache/200x200/ts/product/56/15/c1/74c468b1666774fdc6ab0aba558bd9d3.jpg,Yes, 96%,528,-29%,,,Yes,,
3578,"Máy Massage Cầm Tay KINGTECH KH-320 - 6 Cấp Độ, Hỗ Trợ Mát Xa Chuyên Sâu, Giảm Đau Cơ, Cứng Khớp - Quà Tặng Cho Sức Khỏe",549.000 ₫,https://tiki.vn/may-massage-cam-tay-cao-cap-kingtech-kh-320-6-cap-do-ho-tro-mat-xa-chuyen-sau-giam-dau-co-cung-khop-qua-tang-cho-suc-khoe-p46179013.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.46179013,https://salt.tikicdn.com/cache/200x200/ts/product/a1/41/a9/f5f23de1bfd6fdef5c70105d114dad88.jpg,Yes, 74%,33,,,,Yes,,
3579,"Bao cao su 0.01 OLO Passionate Factor, siêu mỏng, nhiều gel bôi trơn, truyền nhiệt tốt - Hộp 10bcs",89.000 ₫,https://tiki.vn/bao-cao-su-0-01-olo-passionate-factor-sieu-mong-nhieu-gel-boi-tron-truyen-nhiet-tot-hop-10bcs-p102015148.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.102015148,https://salt.tikicdn.com/cache/200x200/ts/product/53/aa/32/c5d59e83c4c80a57a3c80674660bbd89.jpg,Yes, 96%,,,Yes,,,,Yes
